Moleculas,Structure of Smiles [idcode],Smiles,Compound,Link,Total Molweight,Molweight,Monoisotopic Mass,cLogP,cLogS,H-Acceptors,H-Donors,Total Surface Area,Relative PSA,Polar Surface Area,Druglikeness,LE from Moleculas,LLE from Moleculas,LELP from Moleculas,Mutagenic,Tumorigenic,Reproductive Effective,Irritant,Nasty Functions,Shape Index,Molecular Flexibility,Molecular Complexity,Fragments,Non-H Atoms,Non-C/H Atoms,Metal-Atoms,Electronegative Atoms,Stereo Centers,Rotatable Bonds,Rings Closures,Aromatic Atoms,sp3-Carbon Fraction,sp3-Atoms,Symmetric atoms,Small Rings,Carbo-Rings,Hetero-Rings,Saturated Rings,Non-Aromatic Rings,Aromatic Rings,Saturated Carbo-Rings,Non-Aromatic Carbo-Rings,Carbo-Aromatic Rings,Saturated Hetero-Rings,Non-Aromatic Hetero-Rings,Hetero-Aromatic Rings,Amides,Amines,Alkyl-Amines,Aromatic Amines,Aromatic Nitrogens,Basic Nitrogens,Acidic Oxygens,Stereo Configuration,Globularity SVD,Globularity Vol,VDW-Surface,VDW-Volume
193,ehRPL@@@D@\bfbrTTtbTQaRdrtflBrJzFNnZZjjjjijjjjZxDTbtUdZPrnTFD@,C[C@H](CC/C=C(\C)/C(O)=O)[C@@H](CC1)[C@]2(C)[C@]1(C)C1=CC[C@H](C(C)(C)[C@H](CC3)O)[C@@]3(C)C1=CC2,Ganoderic Acid Y,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out193.smi.png,454.692,454.692,454.344.695,6.8699,-5.7,3,2,351.62,1.116,57.53,-14.959,27.913,-15.546,24.612,none,none,none,none,,51.515,32.719,,1,33,3,0,3,7,5,4,0,76.667,25,1,4,4,0,2,4,0,2,4,0,0,0,0,0,0,0,0,0,0,1,this enantiomer,42.951,73.444,474.32,611.1
194,ec_PA@@@DAKAgaU\bfbrbTTTlbTVTJRbdjtfJdQWTupIMKSUUSUUUTuMUUUMMR\JQZKqQPjGHETrCB@,C[C@H]([C@H](C/C=C(\C)/C(O)=O)OC(C)=O)[C@@H](C[C@@H]1OC(C)=O)[C@]2(C)[C@]1(C)C1=CC[C@H](C(C)(C)[C@@H](CC3)OC(C)=O)[C@@]3(C)C1=CC2,Ganoderic Acid T,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out194.smi.png,612.801,612.801,61.236.622,6.4498,-6.132,8,1,462.78,20.584,116.2,-23.763,20.928,2.624,30.819,none,none,none,none,,43.182,33.379,,1,44,8,0,8,9,11,4,0,72.222,30,1,4,4,0,2,4,0,2,4,0,0,0,0,0,0,0,0,0,0,1,this enantiomer,48.036,69.597,577.79,757.99
195,elVPB@@@AmclbbdRebTJTfbvTtQTtxDLlBbJZZjjjfjjjijZik`bBKrQHiMKi@@,CC(C)C(CC[C@H]([C@@H]([C@@H](C1)O)[C@]2(C)[C@]1(C)C1=CC[C@@H](C(C)(C)C(CC3)=O)[C@@]3(C)C1=CC2)C(O)=O)=C,Polyporenic acid C,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out195.smi.png,482.702,482.702,48.233.961,6.4465,-5.679,4,2,366.15,14.278,74.6,-81.851,26.301,26.347,24.511,none,none,none,none,,45.714,35.505,,1,35,4,0,4,7,6,4,0,74.194,25,2,4,4,0,2,4,0,2,4,0,0,0,0,0,0,0,0,0,0,1,this enantiomer,43.235,72.353,494.13,635.38
196,ehRPL@@@EmlbbdRebTJTfbqbbJTxDLlBbJZZjjjfjjjfijZXH`b|dRJWR@@,C[C@]1(CC2)C3=CC[C@@H](C(C)(C)C(CC4)=O)[C@@]4(C)C3=CC[C@]1(C)[C@H]2[C@@H](CCC=C(C)C)C(O)=O,Dehydrotrametenonic acid,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out196.smi.png,452.676,452.676,452.329.045,7.0136,-5.751,3,1,350.52,11.178,54.37,-48.656,27.886,-30.586,25.151,none,none,none,none,,48.485,31.422,,1,33,3,0,3,6,5,4,0,73.333,23,2,4,4,0,2,4,0,2,4,0,0,0,0,0,0,0,0,0,0,1,this enantiomer,42.863,72.069,477.55,600.15
197,eb^PN@@@OHnemclbbbTTbTTTVdT^blnRcGD`RVUPsSUUUUUUTuUMUReDXWBDTdLUbRURfP@,C[C@@H](CCC=C(C)C)[C@@H](CC[C@@]1(C)C(C(C[C@H]2[C@@](C)([C@H](C3)O)C(O)=O)=O)=C([C@@H](C4)O)[C@@]2(C)[C@@H]3O)[C@]14O,Fomitellic acids A,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out197.smi.png,504.661,504.661,504.308.705,3.5778,-4.155,7,5,360.9,25.375,135.29,-10.745,25.553,3.1277,14.001,none,none,none,high,,44.444,29.735,,1,36,7,0,7,10,5,4,0,7.931,28,1,4,4,0,2,4,0,2,4,0,0,0,0,0,0,0,0,0,0,1,this enantiomer,41.217,70.546,508.53,638.76
198,elVPJ@@@FiemlbbbTTbTRbtbaLUerTXxd|BRJzZZjjjjjjZjfjjRbLKaRHqVHIEHZ@@,C[C@H](CCC=C(C)C)[C@@H](CC1)[C@@](C)(CC2)[C@]1(C)C(C(C[C@H]1[C@@](C)([C@H](C3)O)C(O)=O)=O)=C2[C@@]1(C)[C@@H]3O,Fomitellic acids B,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out198.smi.png,486.69,486.69,486.334.525,5.5848,-5.181,5,3,361.72,18.075,94.83,-17.449,26.275,1.1185,21.255,none,none,high,high,,45.714,29.599,,1,35,5,0,5,9,5,4,0,0.8,27,1,4,4,0,2,4,0,2,4,0,0,0,0,0,0,0,0,0,0,1,this enantiomer,40.948,71.545,500.1,636.16
199,fb}AP@@HiyNQQJQEQJJIPcJL]DNVjjfjijiibDSEiVd@p,O[C@@H](C=C1)C(C/C=C/CC[C@@]23O[C@H]3[C@H]3OC2=O)=C3[C@@H]1O,Clavilactone A,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out199.smi.png,276.287,276.287,276.099.775,1.955,-1.971,5,2,195.21,34.266,79.29,-39.942,45.966,6.5056,42.532,none,none,none,none,oxiran/aziridine,0.4,20.704,90.999,1,20,5,0,5,5,0,4,0,53.333,12,0,4,1,3,3,4,0,0,1,0,3,3,0,0,0,0,0,0,0,0,this enantiomer,51.952,79.484,285.53,321.41
200,fjcAP@@RtyJSLlvk\zseoN}dkSMTuSMUVJIR|h^P,C/C(/CC(C(C=C1)=O)=C2C1=O)=C/CC[C@]13O[C@H]3[C@H]2OC1=O,Clavilactone  B,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out200.smi.png,286.282,286.282,286.084.125,1.0893,-2.197,5,0,203.48,32.814,72.97,29.639,43.763,5.6097,2.4891,high,none,none,none,oxiran/aziridine,38.095,19.211,91.337,1,21,5,0,5,3,0,4,0,4.375,9,0,4,1,3,3,4,0,0,1,0,3,3,0,0,0,0,0,0,0,0,this enantiomer,42.805,77.829,293.72,324.92
201,ffs@p@@Hi[I\bbTbJbTTVRQFTYyHXmUUAPRUTQLPdX`j@X,C/C(/[C@@H](c(c1c(cc2)O)c2O)O)=C\CC[C@@]23O[C@H]3[C@@H]1OC2=O,Clavilactone C,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out201.smi.png,304.297,304.297,30.409.469,8.368,-1.744,6,3,209.61,38.161,99.52,-24.094,4.176,5.86,2.1938,low,none,none,none,oxiran/aziridine,36.364,17.817,,1,22,6,0,6,4,0,4,6,4.375,12,0,4,1,3,3,3,1,0,0,1,3,3,0,0,0,0,0,0,0,0,this enantiomer,51.211,7.704,307.08,342.07
202,difD@A@dfYunZYZ@@,NC(C=CC1=O)=CC1=O,490 Quinone,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out202.smi.png,123.111,123.111,123.032.029,-8.132,-1.005,3,1,95.23,43.421,60.16,-40.369,1.0205,7.5078,-79.689,none,none,none,low,,66.667,16.054,64.124,1,9,3,0,3,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,92.857,83.551,148.3,129.66
203,daDD@@yIe^f`@`@@,Oc(cc1)ccc1O,Hidroquinone,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out203.smi.png,110.112,110.112,11.003.678,9.682,-1.024,2,2,85.96,30.479,40.46,-22.721,1.1477,5.7243,84.363,high,high,high,high,,0.75,0,27.465,1,8,2,0,2,0,0,1,6,0,2,5,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,41.587,84.546,138.91,119.65
204,fbmAP@@BUGNQQQQQQPeIG`mNBehIb@@b`@@,Oc(cc1)ccc1C1=COc(cc(cc2O)O)c2C1=O,Genistein,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out204.smi.png,270.239,270.239,270.052.825,1.6272,-2.727,5,3,191.03,32.634,86.99,-93.853,45.892,5.0632,3.5457,high,high,high,none,,0.6,28.179,77.245,1,20,5,0,5,0,1,3,12,0,4,2,3,2,1,0,1,2,0,0,2,0,1,0,0,0,0,0,0,0,0,,23.971,75.603,247.07,239.98
205,fdyAP@@HEzNQQIQ[JIJFcGAZei`BJ@PE@,OC(C=C(/C=C/c(cc1)cc(O)c1O)O1)=CC1=O,Hispidin,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out205.smi.png,246.217,246.217,246.052.825,1.0298,-2.374,5,3,182.48,34.163,86.99,-28.331,50.975,5.6584,2.0202,none,none,none,none,,61.111,25.215,65.645,1,18,5,0,5,0,2,2,6,0,4,0,2,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,,20.201,72.975,252,234.44
206,fcw@P@@DzmIf[}UUUYgfBgnBBJjjj```@@@,Oc1cccc(CCCCCCCCCCCCc2cccc(O)c2O)c1O,Gerronemins A,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out206.smi.png,386.53,386.53,38.624.571,7.0222,-4.77,4,4,323.54,16.196,80.92,-74.967,32.759,-33.607,21.436,none,none,none,none,,71.429,47.571,56.718,1,28,4,0,4,0,13,2,12,0.5,16,14,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,,24.717,64.261,426.54,426.59
207,fcw@P@@DzmIf[}UUUYgfBgnBBJfjj```@Pt`,Oc1cccc(CCCCCCC/C=C\CCCc2cccc(O)c2O)c1O,Gerronemins B,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out207.smi.png,384.514,384.514,38.423.006,6.77,-4.542,4,4,322.52,16.247,80.92,-11.281,32.749,-85.969,20.672,none,none,none,none,,71.429,52.925,58.727,1,28,4,0,4,0,12,2,12,41.667,14,0,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,,25.201,64.796,420.37,422.5
208,fg@P@@Df]If[}UUUUf^XK]xHHjjjjhHH@@@,Oc1cccc(CCCCCCCCCCCCCCc2cccc(O)c2O)c1O,Gerronemins C,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out208.smi.png,414.584,414.584,41.427.701,7.931,-5.31,4,4,351.06,14.926,80.92,-74.967,30.556,-12.491,25.956,none,none,none,none,,73.333,47.436,56.718,1,30,4,0,4,0,15,2,12,53.846,18,15,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,,2.129,62.629,462.87,463.95
209,fg@P@@Df]If[}UUUUf^XK]xHHjijjhHH@DKH,Oc1cccc(CCCCCCC/C=C\CCCCCc2cccc(O)c2O)c1O,Gerronemins D,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out209.smi.png,412.568,412.568,41.226.136,7.6788,-5.082,4,4,350.04,1.497,80.92,-11.281,30.547,-99.895,25.138,none,none,none,none,,73.333,528,57.758,1,30,4,0,4,0,14,2,12,46.154,16,0,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,,22.363,62.578,459.75,458.71
210,fg@P@@Df]If[}UUUUf^XK]xHHiijjhHH@BEMd,Oc1cccc(CCCCCCC/C=C\C/C=C\CCc2cccc(O)c2O)c1O,Gerronemin E,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out210.smi.png,410.552,410.552,41.024.571,7.4266,-4.854,4,4,349.02,15.013,80.92,-11.281,30.537,-74.882,24.32,none,none,none,none,,73.333,56.721,60.067,1,30,4,0,4,0,13,2,12,38.462,14,0,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,,27.377,64.054,448.41,457.07
211,e`XPB@@@BMgdfYouUUUUYgfAKohHHjffjj```@DCGq@,Oc1cccc(CCCCCCC/C=C\C/C=C\CCCCc2cccc(O)c2O)c1O,Gerronemins F,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out211.smi.png,438.606,438.606,43.827.701,8.3354,-5.394,4,4,376.54,13.916,80.92,-11.281,2.862,-16.597,29.125,none,none,none,none,,0.75,56.308,58.251,1,32,4,0,4,0,15,2,12,42.857,16,0,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,,3.092,62.021,487.23,493.62
212,f`iP`@BR@IIf]UUV\UiwfiZZ@H@@@,NC1=CC2=Nc(cccc3)c3OC2=CC1=O,2-Aminophenoxazin-3-one,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out212.smi.png,212.208,212.208,212.058.578,4.894,-2.525,4,1,154.92,32.159,64.68,-15,57.222,6.1843,85.527,high,none,none,none,,5.625,77.788,78.935,1,16,4,0,4,0,0,3,6,0,1,0,3,2,1,0,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,,16.342,7.586,235.21,224.06
213,fegp``LJuA@@cL`VPkHYIIXdlheDiiDkaRm{huh@JfXJ`H`@@,O=S(=O)(c3ccc(n1nc(cc1c2ccc(cc2)C)C(F)(F)F)cc3)N,Celecoxib,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out213.smi.png,381.377,381.377,381.075.881,2.5888,-4.174,5,1,259.56,23.767,86.36,-81.085,35.203,4.0828,7.354,none,none,none,none,,0.5,4.721,78.821,1,26,9,0,9,0,4,3,17,11.765,3,7,3,2,1,0,0,3,0,0,2,0,0,1,1,0,0,0,2,0,0,,31.836,70.374,331.61,335.12
214,fle`a@BQRBHEDYEEDeMCDdXrSoPPT@PS@@@,OC(Cc(cccc1)c1Nc(c(Cl)ccc1)c1Cl)=O,Diclofenac,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out214.smi.png,296.152,296.152,295.016.683,3.8852,-4.644,3,2,213.18,17.638,49.33,-71.474,48.157,2.7844,8.0677,none,none,high,none,,52.632,52.969,65.788,1,19,5,0,5,0,4,2,12,71.429,2,3,2,2,0,0,0,2,0,0,2,0,0,0,0,1,0,1,0,0,1,,4.821,77.354,260.97,269.63
215,fj}a`@I@QSHieHeDdbeEeFlzNVjjfj@b``R@@,CC[C@]1(CC(O)=O)OCCc2c1[nH]c1c2cccc1CC,Etodolac,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out215.smi.png,287.358,287.358,287.152.144,2.9812,-3.529,4,2,221.76,22.606,62.32,1.5288,43.558,3.6864,6.8443,none,none,none,none,,47.619,37.576,,1,21,4,0,4,1,4,3,9,47.059,10,0,3,1,2,0,1,2,0,0,1,0,1,1,0,0,0,0,1,0,1,this enantiomer,57.449,73.449,321.97,341.87
216,do|D@@QIn[WVeVj@BjHr@@,CC(C)Cc1ccc([C@@H](C)C(O)=O)cc1,Ibuprofen,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out216.smi.png,206.284,206.284,20.613.068,3.2025,-2.895,2,1,172.9,15.119,37.3,805,60.962,3.663,4.9252,none,none,none,none,,66.667,62.898,50.791,1,15,2,0,2,1,4,1,6,46.154,7,3,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,this enantiomer,39.396,77.768,239.36,238.73
217,fi{`R@IBjwhHaIe]nYe_VZLLzNX@IjA`bfb@@@,Cc1c(CC(O)=O)c(cc(cc2)OC)c2n1C(c(cc1)ccc1Cl)=O,Indometacin,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out217.smi.png,357.792,357.792,357.076.786,4.2028,-5.396,5,1,262.37,21.363,68.53,2.8,36.566,2.6607,10.947,none,none,none,none,,0.52,46.643,87.051,1,25,6,0,6,0,5,3,15,15.789,5,2,3,2,1,0,0,3,0,0,2,0,0,1,0,0,0,0,1,0,1,,40.684,7.288,321.94,337.87
218,fleA`@@QSdTTTRRTqfdcZ\t@@AELDKH@,C[C@@H](C(O)=O)c1cccc(C(c2ccccc2)=O)c1,ketoprofen,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out218.smi.png,254.284,254.284,254.094.295,2.7003,-4.062,3,1,199.63,19.626,54.37,41.431,48.099,3.9612,5.614,none,none,none,none,,57.895,56.216,62.054,1,19,3,0,3,1,4,2,12,125,3,2,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,this enantiomer,43.742,76.273,257.18,258.22
219,fbu`a@BIrBHEHYEEDeMCDeeFR]zBB`BBf@@@,Cc(cc1)cc(CC(O)=O)c1Nc(c(F)ccc1)c1Cl,Lumiracoxib,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out219.smi.png,293.724,293.724,293.061.884,3.7239,-4.566,3,2,216.37,17.378,49.33,-20.597,45.681,2.9357,8.152,none,none,none,none,,0.5,51.729,71.863,1,20,5,0,5,0,4,2,12,13.333,3,0,2,2,0,0,0,2,0,0,2,0,0,0,0,1,0,1,0,0,1,,41.866,7.628,268.57,275.53
220,fnspQ@L^sAEg@BDaFRRFJJYIQWQI\dXIZkU@pSEMTH@@,Cc1cnc(NC(C(N(C)S(c2c3cccc2)(=O)=O)=C3O)=O)s1,Meloxicam,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out220.smi.png,351.406,351.406,351.034.747,1.9072,-2.641,7,2,236.1,42.804,136.22,5.7572,3.971,4.7504,4.8028,none,none,none,none,limit! thiazol-2-ylamine,52.174,29.159,87.651,1,23,9,0,9,0,2,3,11,14.286,4,1,3,1,2,0,1,2,0,0,1,0,1,1,2,0,0,0,1,0,0,,31.108,70.294,333.53,337.47
221,fhi@`@@^RYvUm]djsfj@@@h@@@,CC(CCc(ccc1c2)cc1ccc2OC)=O,Nebumetone,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out221.smi.png,228.29,228.29,22.811.503,3.3993,-3.935,2,0,187.65,12.278,26.3,-39.295,5.371,3.2563,6.329,none,none,high,high,,70.588,42.966,57.758,1,17,2,0,2,0,4,2,10,26.667,5,0,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,,21.561,74.918,250.38,241.5
222,fhiA`@@H|dwMkZ{IUgMT@@APPp`@,C[C@H](C(O)=O)c(ccc1c2)cc1ccc2OC,Naproxen,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out222.smi.png,230.262,230.262,230.094.295,2.6947,-3.586,3,1,178.98,20.192,46.53,36.151,53.694,3.9589,5.0186,none,none,none,none,,64.706,41.498,60.067,1,17,3,0,3,1,3,2,10,21.429,5,0,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,this enantiomer,41.496,76.602,238.57,232.24
223,fjmQRBL^``R\`BOSglddNbbRtRRbTZIUjBB@`X@@@,CS(Nc(ccc([N+]([O-])=O)c1)c1Oc1ccccc1)(=O)=O,Nimesulide,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out223.smi.png,308.313,308.313,308.046.693,1.1823,-5.46,6,1,218.99,36.741,109.6,-72.946,43.454,5.4694,2.7208,none,none,none,none,aromatic nitro,47.619,50.575,70.181,1,21,8,0,8,0,4,2,12,76.923,4,3,2,2,0,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,,42.473,7.496,280.53,286.65
224,fnspR@L^SAEg@BLddLTTrRbnbRyHpZmVjA`fH@H@@@,CN(C(C(Nc1ncccc1)=O)=C(c1c2cccc1)O)S2(=O)=O,Piroxicam,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out224.smi.png,331.351,331.351,331.062.677,1.2063,-2.184,7,2,227.9,3.541,107.98,5.6003,39.664,5.4435,3.0413,none,none,none,none,,52.174,28.517,8.737,1,23,8,0,8,0,2,3,12,66.667,3,1,3,1,2,0,1,2,0,0,1,0,1,1,2,0,0,0,1,0,0,,32.615,71.131,322.3,326.31
225,ffc@R@HH|d@QddafRrbbTVVEIwbuV`@fjA@H@@,CS(c(cc1)ccc1C(COC1=O)=C1c1ccccc1)(=O)=O,Rofecoxib,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out225.smi.png,314.36,314.36,31.406.128,1.2168,-3.076,4,0,224.79,22.964,68.82,4.3117,41.455,5.431,2.9353,none,none,high,none,,54.545,46.136,71.389,1,22,5,0,5,0,3,3,12,11.765,4,5,3,2,1,0,1,2,0,0,2,0,1,0,0,0,0,0,0,0,0,,33.636,738,289.2,293.11
226,ffcQb@LV`cp@cIIKDeeEEMBdJUoEjm@ARu@@P@@,Cc(onc1-c2ccccc2)c1-c(cc1)ccc1S(N)(=O)=O,Valdecoxib,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out226.smi.png,314.364,314.364,314.072.513,2.6412,-4.844,5,1,230.59,29.893,94.57,2.0175,41.443,4.1947,6.3732,none,none,none,none,,54.545,45.536,7.569,1,22,6,0,6,0,3,3,17,625,2,5,3,2,1,0,0,3,0,0,2,0,0,1,1,0,0,0,1,0,0,,40.827,73.163,295.36,298.61
